restaurant_name,amenity_type,address,city,district,province,cuisine_type,phone,website,opening_hours,halal,vegetarian_friendly,latitude,longitude,osm_id,nearby_attractions,google_maps_link,image_url_1,image_url_2,image_url_3,image_url
The Heritage Cafe,Cafe,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.026019,80.217128,1658391313.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=The%20Heritage%20Cafe&center=6.026019,80.217128",https://images.pexels.com/photos/4713884/pexels-photo-4713884.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/11520188/pexels-photo-11520188.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/32083239/pexels-photo-32083239.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/17468822/pexels-photo-17468822.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Crepe-Ology,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Crepe,,,,,,6.025952,80.218948,2380420534.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Crepe-Ology&center=6.025952,80.218948",https://images.pexels.com/photos/279768/pexels-photo-279768.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/2097090/pexels-photo-2097090.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1581384/pexels-photo-1581384.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/260116/pexels-photo-260116.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Herbal Cafe Garden,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.024723,80.218136,2380420539.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Herbal%20Cafe%20Garden&center=6.024723,80.218136",https://images.pexels.com/photos/7624446/pexels-photo-7624446.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/101533/pexels-photo-101533.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1307698/pexels-photo-1307698.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1307698/pexels-photo-1307698.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Indian Food,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.034321,80.218565,2380420540.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Indian%20Food&center=6.034321,80.218565",https://images.pexels.com/photos/5864297/pexels-photo-5864297.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/32255675/pexels-photo-32255675.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/32399761/pexels-photo-32399761.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/35065203/pexels-photo-35065203.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Anua,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Italian,,,,,,6.025691,80.218838,2380420545.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Anua&center=6.025691,80.218838",https://images.pexels.com/photos/36442199/pexels-photo-36442199.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/29033379/pexels-photo-29033379.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/20291130/pexels-photo-20291130.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/18379889/pexels-photo-18379889.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Serendipity Arts Cafe,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.026338,80.219526,2380420546.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Serendipity%20Arts%20Cafe&center=6.026338,80.219526",https://images.pexels.com/photos/6875320/pexels-photo-6875320.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/312418/pexels-photo-312418.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/6067421/pexels-photo-6067421.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/6067421/pexels-photo-6067421.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Mama's Roof Top Restaurant,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.025188,80.218912,3215946324.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Mama%27s%20Roof%20Top%20Restaurant&center=6.025188,80.218912",https://images.pexels.com/photos/5865071/pexels-photo-5865071.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/29033148/pexels-photo-29033148.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/9703895/pexels-photo-9703895.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/33427661/pexels-photo-33427661.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Rocket Burger,Restaurant,"Galle, 24, 80000, Pedlar Street",Galle,Galle,Southern Province,Western,+94914545488,http://theoriginalrocketburger.com,,,,6.026238,80.218671,3215946432.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Rocket%20Burger&center=6.026238,80.218671",https://images.pexels.com/photos/6240781/pexels-photo-6240781.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/34888280/pexels-photo-34888280.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/32681017/pexels-photo-32681017.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/32399761/pexels-photo-32399761.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Lucky Fort,Restaurant,"7, Parrawa Street",Galle,Galle,Southern Province,Sri Lankan,+94-0777147662,,Mo-Su 12:00-22:00,,,6.026383,80.216019,3932195614.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Lucky%20Fort&center=6.026383,80.216019",https://images.pexels.com/photos/5411380/pexels-photo-5411380.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/9703894/pexels-photo-9703894.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31326827/pexels-photo-31326827.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/9271236/pexels-photo-9271236.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Sugar bistro and wine bar,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.026558,80.219486,4112002427.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Sugar%20bistro%20and%20wine%20bar&center=6.026558,80.219486",https://images.pexels.com/photos/3201920/pexels-photo-3201920.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/30700607/pexels-photo-30700607.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/35258949/pexels-photo-35258949.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/4393610/pexels-photo-4393610.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Hammock,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.026595,80.21956,4112002428.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Hammock&center=6.026595,80.21956",https://images.pexels.com/photos/156697/pexels-photo-156697.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/20291129/pexels-photo-20291129.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31513219/pexels-photo-31513219.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31500855/pexels-photo-31500855.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
A minute by tuk tuk,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,International,,,,,,6.026944,80.219677,4154709789.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=A%20minute%20by%20tuk%20tuk&center=6.026944,80.219677",https://images.pexels.com/photos/5999249/pexels-photo-5999249.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/762473/pexels-photo-762473.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/262047/pexels-photo-262047.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/260116/pexels-photo-260116.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Chinese Globe restaurant,Restaurant,"38, Havelock Road",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.034691,80.214603,4430296594.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Chinese%20Globe%20restaurant&center=6.034691,80.214603",https://images.pexels.com/photos/3695635/pexels-photo-3695635.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/31302304/pexels-photo-31302304.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31326827/pexels-photo-31326827.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/6254548/pexels-photo-6254548.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Indian Hut,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.024271,80.217938,4460953141.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Indian%20Hut&center=6.024271,80.217938",https://images.pexels.com/photos/36129310/pexels-photo-36129310.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/127513/pexels-photo-127513.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/941861/pexels-photo-941861.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/262047/pexels-photo-262047.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Royal Dutch Cafe,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.025279,80.218915,4461685424.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Royal%20Dutch%20Cafe&center=6.025279,80.218915",https://images.pexels.com/photos/3952046/pexels-photo-3952046.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/1739748/pexels-photo-1739748.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/2577235/pexels-photo-2577235.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/2577235/pexels-photo-2577235.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Perera and Sons,Cafe,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.03317,80.214945,4527495090.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Perera%20and%20Sons&center=6.03317,80.214945",https://images.pexels.com/photos/3534744/pexels-photo-3534744.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/1855214/pexels-photo-1855214.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1237073/pexels-photo-1237073.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1237073/pexels-photo-1237073.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Ms Zouh's Restaurant,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.033816,80.218895,5044257526.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Ms%20Zouh%27s%20Restaurant&center=6.033816,80.218895",https://images.pexels.com/photos/3146186/pexels-photo-3146186.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/32255675/pexels-photo-32255675.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/32399761/pexels-photo-32399761.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/35065203/pexels-photo-35065203.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Mirisgala,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.02625,80.218525,5044507652.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Mirisgala&center=6.02625,80.218525",https://images.pexels.com/photos/5868636/pexels-photo-5868636.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/29033379/pexels-photo-29033379.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/20291130/pexels-photo-20291130.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/18379889/pexels-photo-18379889.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Ajantha bake house,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.034795,80.214629,5046323040.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Ajantha%20bake%20house&center=6.034795,80.214629",https://images.pexels.com/photos/1895032/pexels-photo-1895032.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/376464/pexels-photo-376464.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/2271107/pexels-photo-2271107.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/2271107/pexels-photo-2271107.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Punto Cafe,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.02689,80.218523,5088159024.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Punto%20Cafe&center=6.02689,80.218523",https://images.pexels.com/photos/7362052/pexels-photo-7362052.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/414602/pexels-photo-414602.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/32083239/pexels-photo-32083239.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1307698/pexels-photo-1307698.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
The Merchant,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Seafood,,,,,,6.02611,80.217267,5149773221.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=The%20Merchant&center=6.02611,80.217267",https://images.pexels.com/photos/6877613/pexels-photo-6877613.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/29033148/pexels-photo-29033148.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/9703895/pexels-photo-9703895.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/33427661/pexels-photo-33427661.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Coconut Sambol,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.025102,80.21806,5240191522.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Coconut%20Sambol&center=6.025102,80.21806",https://images.pexels.com/photos/5863646/pexels-photo-5863646.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/30496793/pexels-photo-30496793.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/10877309/pexels-photo-10877309.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/27115002/pexels-photo-27115002.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Rampart,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Curry,,,,,,6.029478,80.21594,5306734321.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Rampart&center=6.029478,80.21594",https://images.pexels.com/photos/36411363/pexels-photo-36411363.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/9703894/pexels-photo-9703894.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31326827/pexels-photo-31326827.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/9271236/pexels-photo-9271236.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
VOC restaurant,Restaurant,"104, Pedlar Street",Galle,Galle,Southern Province,Western,,,,,,6.025955,80.215871,5308591128.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=VOC%20restaurant&center=6.025955,80.215871",https://images.pexels.com/photos/7237170/pexels-photo-7237170.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/20291129/pexels-photo-20291129.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31513219/pexels-photo-31513219.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31500855/pexels-photo-31500855.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Kamu Restaurant cafe,Restaurant,Hospital Street,Galle,Galle,Southern Province,Sri Lankan,,,,,,6.025746,80.219363,5325193423.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Kamu%20Restaurant%20cafe&center=6.025746,80.219363",https://images.pexels.com/photos/6130063/pexels-photo-6130063.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/11520188/pexels-photo-11520188.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/30294324/pexels-photo-30294324.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/19286477/pexels-photo-19286477.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Chambers,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.026683,80.217801,5386154923.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Chambers&center=6.026683,80.217801",https://images.pexels.com/photos/3873899/pexels-photo-3873899.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/762473/pexels-photo-762473.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/262047/pexels-photo-262047.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/260116/pexels-photo-260116.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Polsumbal,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.025029,80.218037,5386173322.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Polsumbal&center=6.025029,80.218037",https://images.pexels.com/photos/1790574/pexels-photo-1790574.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/127513/pexels-photo-127513.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/941861/pexels-photo-941861.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/262047/pexels-photo-262047.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
The Blockhouse Cafe,Restaurant,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.024375,80.217243,5554077177.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=The%20Blockhouse%20Cafe&center=6.024375,80.217243",https://images.pexels.com/photos/36183201/pexels-photo-36183201.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/30614072/pexels-photo-30614072.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/29394565/pexels-photo-29394565.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31213434/pexels-photo-31213434.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Dairy King,Cafe,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.02443,80.21819,5622390521.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Dairy%20King&center=6.02443,80.21819",https://images.pexels.com/photos/110813/pexels-photo-110813.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/1633578/pexels-photo-1633578.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1639562/pexels-photo-1639562.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1639557/pexels-photo-1639557.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Old Railway Café,Cafe,"Galle, Sri Lanka",Galle,Galle,Southern Province,Sri Lankan,,,,,,6.033995,80.214738,5691412121.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Old%20Railway%20Caf%C3%A9&center=6.033995,80.214738",https://images.pexels.com/photos/4393610/pexels-photo-4393610.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/31968846/pexels-photo-31968846.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/32255668/pexels-photo-32255668.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/36577748/pexels-photo-36577748.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Poonie’s Kitchen,Cafe,"63, 80000, Pedlar Street",Galle,Galle,Southern Province,Sri Lankan,,,Mo-Sa 10:00-17:30,,,6.025975,80.216612,5731602421.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Poonie%E2%80%99s%20Kitchen&center=6.025975,80.216612",https://images.pexels.com/photos/5987989/pexels-photo-5987989.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/29415843/pexels-photo-29415843.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/29845005/pexels-photo-29845005.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/17493822/pexels-photo-17493822.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Family Restaurant,Restaurant,Gamini Mawatha,Galle,Galle,Southern Province,Sri Lankan,,,,,,6.033055,80.216064,5733514521.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Family%20Restaurant&center=6.033055,80.216064",https://images.pexels.com/photos/6307764/pexels-photo-6307764.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/2097090/pexels-photo-2097090.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1581384/pexels-photo-1581384.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/260116/pexels-photo-260116.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
South Ceylon restaurant,Fast Food,Gamini Mawatha,Galle,Galle,Southern Province,Sri Lankan,,,,,,6.033052,80.216099,5733514621.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=South%20Ceylon%20restaurant&center=6.033052,80.216099",https://images.pexels.com/photos/785541/pexels-photo-785541.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/1199997/pexels-photo-1199997.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1639561/pexels-photo-1639561.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1639556/pexels-photo-1639556.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Disenro Resort,Restaurant,"Galle, 226, 80000, Colombo-Galle Road",Galle,Galle,Southern Province,Indian,0715999995,,Mo-Su 08:00-22:00,,,6.040216,80.20167,5793764159.0,Galle Fort; Galle Lighthouse; Dutch Reformed Church,"https://www.google.com/maps/search/?api=1&query=Disenro%20Resort&center=6.040216,80.20167",https://images.pexels.com/photos/6876600/pexels-photo-6876600.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/32255675/pexels-photo-32255675.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/32399761/pexels-photo-32399761.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/35065203/pexels-photo-35065203.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
