restaurant_name,amenity_type,address,city,district,province,cuisine_type,phone,website,opening_hours,halal,vegetarian_friendly,latitude,longitude,osm_id,nearby_attractions,google_maps_link,image_url_1,image_url_2,image_url_3,image_url
noora mahal reception hall,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Sri Lankan,,,,,,6.942123,79.890848,11913085532.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=noora%20mahal%20reception%20hall&center=6.942123,79.890848",https://images.pexels.com/photos/5864297/pexels-photo-5864297.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/20291129/pexels-photo-20291129.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31513219/pexels-photo-31513219.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31500855/pexels-photo-31500855.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
New Iqbal Hotel,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Sri Lankan,,,,,,6.929265,79.878188,12100573138.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=New%20Iqbal%20Hotel&center=6.929265,79.878188",https://images.pexels.com/photos/36442199/pexels-photo-36442199.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/762473/pexels-photo-762473.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/262047/pexels-photo-262047.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/260116/pexels-photo-260116.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Zam Zam,Restaurant,"210, Vauxhall Street",Colombo,Colombo,Western Province,Sri Lankan,,,,,,6.922048,79.858598,12101739251.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Zam%20Zam&center=6.922048,79.858598",https://images.pexels.com/photos/6875320/pexels-photo-6875320.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/127513/pexels-photo-127513.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/941861/pexels-photo-941861.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/262047/pexels-photo-262047.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Green Cabin,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Sri Lankan,,,,,,6.922625,79.8576,12101739259.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Green%20Cabin&center=6.922625,79.8576",https://images.pexels.com/photos/5865071/pexels-photo-5865071.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/27969865/pexels-photo-27969865.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31326827/pexels-photo-31326827.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/9271236/pexels-photo-9271236.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Medical Faculty Canteen,Fast Food,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Sri Lankan,,,,,,6.919279,79.870783,12105526576.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Medical%20Faculty%20Canteen&center=6.919279,79.870783",https://images.pexels.com/photos/6240781/pexels-photo-6240781.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/34888280/pexels-photo-34888280.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/32681017/pexels-photo-32681017.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/32399761/pexels-photo-32399761.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Ruby Harvest,Cafe,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Sri Lankan,,,,,,6.897708,79.856106,12105611063.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Ruby%20Harvest&center=6.897708,79.856106",https://images.pexels.com/photos/5411380/pexels-photo-5411380.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/30614072/pexels-photo-30614072.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/29845005/pexels-photo-29845005.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31213434/pexels-photo-31213434.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Arunthathee Vihaar Vegetarian Restaurant,Restaurant,"No. 341, Main Street",Colombo,Colombo,Western Province,Indian,+94 112 441 246,,Mo-Su 07:00-22:30,,Yes,6.939025,79.853759,12126311468.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Arunthathee%20Vihaar%20Vegetarian%20Restaurant&center=6.939025,79.853759",https://images.pexels.com/photos/3201920/pexels-photo-3201920.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/2097090/pexels-photo-2097090.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1581384/pexels-photo-1581384.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/260116/pexels-photo-260116.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Roccos,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Italian,,,,,,6.91,79.869714,12131522425.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Roccos&center=6.91,79.869714",https://images.pexels.com/photos/156697/pexels-photo-156697.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/32255675/pexels-photo-32255675.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/32399761/pexels-photo-32399761.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/35065203/pexels-photo-35065203.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
The Cricket Club Cafe,Cafe,Flower Terrace,Colombo,Colombo,Western Province,Western,,http://thecricketclubcafeceylon.com,,,,6.911008,79.856388,12432722101.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=The%20Cricket%20Club%20Cafe&center=6.911008,79.856388",https://images.pexels.com/photos/5999249/pexels-photo-5999249.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/31968846/pexels-photo-31968846.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/32255668/pexels-photo-32255668.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/19286477/pexels-photo-19286477.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Uwa Hotel,Cafe,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Sri Lankan,,,,,,6.913528,79.851442,12475891467.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Uwa%20Hotel&center=6.913528,79.851442",https://images.pexels.com/photos/3695635/pexels-photo-3695635.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/29415843/pexels-photo-29415843.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/29394565/pexels-photo-29394565.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/36577748/pexels-photo-36577748.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Nikki Modern Greek Bistro,Restaurant,"Colombo 2, 50, 00200, Park Street",Colombo,Colombo,Western Province,Greek,,https://www.instagram.com/nikki_colombo/,,,,6.91666,79.858935,12480799197.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Nikki%20Modern%20Greek%20Bistro&center=6.91666,79.858935",https://images.pexels.com/photos/36129310/pexels-photo-36129310.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/15362092/pexels-photo-15362092.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/32083239/pexels-photo-32083239.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/34847709/pexels-photo-34847709.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Aqua Pizza,Restaurant,"Colombo 2, 50/1, Park Street",Colombo,Colombo,Western Province,Italian,,https://www.aquapizzeria.com/aqua-pizza-colombo-2,Mo-Su 11:30-22:30,,,6.916491,79.858726,12480820316.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Aqua%20Pizza&center=6.916491,79.858726",https://images.pexels.com/photos/3952046/pexels-photo-3952046.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/31500855/pexels-photo-31500855.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/36412493/pexels-photo-36412493.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31771949/pexels-photo-31771949.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Wildish,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Sri Lankan,,,,,,6.919722,79.855116,12480841389.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Wildish&center=6.919722,79.855116",https://images.pexels.com/photos/3534744/pexels-photo-3534744.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/29033379/pexels-photo-29033379.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/20291130/pexels-photo-20291130.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/18379889/pexels-photo-18379889.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Ceylon Curry Club,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Indian,,,,,,6.933418,79.843414,12503206053.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Ceylon%20Curry%20Club&center=6.933418,79.843414",https://images.pexels.com/photos/3146186/pexels-photo-3146186.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/29033148/pexels-photo-29033148.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/9703895/pexels-photo-9703895.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/33427661/pexels-photo-33427661.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Crepe Runner,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Pancake;Dessert,,,,,,6.917593,79.854965,12526460584.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Crepe%20Runner&center=6.917593,79.854965",https://images.pexels.com/photos/5868636/pexels-photo-5868636.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/9703894/pexels-photo-9703894.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31326827/pexels-photo-31326827.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/9271236/pexels-photo-9271236.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Isle Amore,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Italian,,https://www.isleamore.com/,,,,6.910336,79.854139,12582204334.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Isle%20Amore&center=6.910336,79.854139",https://images.pexels.com/photos/1895032/pexels-photo-1895032.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/20291129/pexels-photo-20291129.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31513219/pexels-photo-31513219.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31500855/pexels-photo-31500855.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Brown Sugar,Cafe,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Cafe,,https://www.isleamore.com/,,,,6.91038,79.854108,12582207810.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Brown%20Sugar&center=6.91038,79.854108",https://images.pexels.com/photos/7362052/pexels-photo-7362052.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/29472397/pexels-photo-29472397.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/30294324/pexels-photo-30294324.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/17493822/pexels-photo-17493822.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
The Terrace by Kolluu,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Fine Dining,,,,,,6.902662,79.868495,12591904966.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=The%20Terrace%20by%20Kolluu&center=6.902662,79.868495",https://images.pexels.com/photos/6877613/pexels-photo-6877613.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/762473/pexels-photo-762473.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/262047/pexels-photo-262047.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/260116/pexels-photo-260116.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Mays Table,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Thai,,,,,,6.903472,79.868174,12591905998.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Mays%20Table&center=6.903472,79.868174",https://images.pexels.com/photos/5863646/pexels-photo-5863646.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/127513/pexels-photo-127513.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/941861/pexels-photo-941861.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/262047/pexels-photo-262047.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Vito's Woodfired Pizza,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Italian,,https://vitopizza.lk/,,,,6.902421,79.86943,12591913834.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Vito%27s%20Woodfired%20Pizza&center=6.902421,79.86943",https://images.pexels.com/photos/36411363/pexels-photo-36411363.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/1435895/pexels-photo-1435895.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/262047/pexels-photo-262047.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31482432/pexels-photo-31482432.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Sober Social Lounge,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Sri Lankan,,,,,,6.902552,79.868556,12591913836.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Sober%20Social%20Lounge&center=6.902552,79.868556",https://images.pexels.com/photos/7237170/pexels-photo-7237170.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/12932961/pexels-photo-12932961.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/31513219/pexels-photo-31513219.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/20036313/pexels-photo-20036313.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Deli Suisse,Cafe,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Cafe,,,,,,6.903461,79.868117,12591921462.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Deli%20Suisse&center=6.903461,79.868117",https://images.pexels.com/photos/6130063/pexels-photo-6130063.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/11520188/pexels-photo-11520188.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/32083239/pexels-photo-32083239.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/17468822/pexels-photo-17468822.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Sono,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Mediterranean;Fine Dining,,,,,,6.903355,79.868047,12591921463.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Sono&center=6.903355,79.868047",https://images.pexels.com/photos/3873899/pexels-photo-3873899.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/32255675/pexels-photo-32255675.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/32399761/pexels-photo-32399761.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/35065203/pexels-photo-35065203.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Blooming Breakfast Resto Bar and Cafe,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Brunch,,https://www.instagram.com/bloomingbreakfast,24/7,,,6.902363,79.869483,12591950101.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Blooming%20Breakfast%20Resto%20Bar%20and%20Cafe&center=6.902363,79.869483",https://images.pexels.com/photos/1790574/pexels-photo-1790574.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/101533/pexels-photo-101533.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1307698/pexels-photo-1307698.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1307698/pexels-photo-1307698.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
We Ai Family,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Chinese,,,,,,6.905724,79.853345,12591974502.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=We%20Ai%20Family&center=6.905724,79.853345",https://images.pexels.com/photos/36183201/pexels-photo-36183201.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/29033379/pexels-photo-29033379.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/20291130/pexels-photo-20291130.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/18379889/pexels-photo-18379889.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
o2 Cafe,Cafe,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Sri Lankan,,,,,,6.89627,79.856533,12591977767.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=o2%20Cafe&center=6.89627,79.856533",https://images.pexels.com/photos/110813/pexels-photo-110813.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/312418/pexels-photo-312418.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/6067421/pexels-photo-6067421.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/6067421/pexels-photo-6067421.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Bobo&Tea,Cafe,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Chinese,,,,,,6.90571,79.85339,12591981827.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Bobo%26Tea&center=6.90571,79.85339",https://images.pexels.com/photos/4393610/pexels-photo-4393610.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/1739748/pexels-photo-1739748.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/2577235/pexels-photo-2577235.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/2577235/pexels-photo-2577235.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Star Bombay Sweets and Juices,Fast Food,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Sri Lankan,,,,,,6.938537,79.853015,12628233701.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Star%20Bombay%20Sweets%20and%20Juices&center=6.938537,79.853015",https://images.pexels.com/photos/5987989/pexels-photo-5987989.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/1279330/pexels-photo-1279330.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/9315/pexels-photo-9315.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/10877309/pexels-photo-10877309.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
The Brown Bean,Cafe,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Sri Lankan,,,,,,6.909384,79.860142,12628609001.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=The%20Brown%20Bean&center=6.909384,79.860142",https://images.pexels.com/photos/6307764/pexels-photo-6307764.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/1855214/pexels-photo-1855214.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1237073/pexels-photo-1237073.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1237073/pexels-photo-1237073.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Barista,Cafe,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Sri Lankan,,,,,,6.911504,79.865132,12628609101.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Barista&center=6.911504,79.865132",https://images.pexels.com/photos/785541/pexels-photo-785541.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/376464/pexels-photo-376464.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/2271107/pexels-photo-2271107.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/2271107/pexels-photo-2271107.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Global Business Excellence Awards,Cafe,"Colombo, BMICH, 00700, Bauddhaloka Mawatha",Colombo,Colombo,Western Province,Sri Lankan,,,,,,6.901234,79.872549,12650823681.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Global%20Business%20Excellence%20Awards&center=6.901234,79.872549",https://images.pexels.com/photos/6876600/pexels-photo-6876600.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/414602/pexels-photo-414602.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/32083239/pexels-photo-32083239.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1307698/pexels-photo-1307698.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Selene Restaurant & Café,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Asian,,,,,,6.902769,79.863806,12662624203.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Selene%20Restaurant%20%26%20Caf%C3%A9&center=6.902769,79.863806",https://images.pexels.com/photos/4400116/pexels-photo-4400116.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/29033148/pexels-photo-29033148.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/9703895/pexels-photo-9703895.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/33427661/pexels-photo-33427661.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Rancrisp Cafe,Cafe,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Sri Lankan,,,,,,6.902256,79.868857,12749888798.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Rancrisp%20Cafe&center=6.902256,79.868857",https://images.pexels.com/photos/3951651/pexels-photo-3951651.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/11520188/pexels-photo-11520188.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/30294324/pexels-photo-30294324.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/19286477/pexels-photo-19286477.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
Burger Hut -  Arcade,Restaurant,"Colombo, Sri Lanka",Colombo,Colombo,Western Province,Sri Lankan,,https://www.burgerhut.lk/,,,,6.902238,79.868873,12749888799.0,Gangaramaya Temple; National Museum; Galle Face Green; Pettah Market,"https://www.google.com/maps/search/?api=1&query=Burger%20Hut%20-%20%20Arcade&center=6.902238,79.868873",https://images.pexels.com/photos/6877577/pexels-photo-6877577.jpeg?auto=compress&cs=tinysrgb&w=800&h=600&fit=crop,https://images.pexels.com/photos/1633578/pexels-photo-1633578.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1639562/pexels-photo-1639562.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop,https://images.pexels.com/photos/1639557/pexels-photo-1639557.jpeg?auto=compress&cs=tinysrgb&w=600&h=600&fit=crop
